title,text,salary,experience,schedule,url
Python-разработчик (Senior),"Python-разработчик (Senior). ООО «НАИС» (Новые автоматизированные измерительные системы) - производитель весоизмерительного оборудования полного цикла: от разработки проекта до установки и полного гарантийного и постгарантийного обслуживания, а также разработчик программного обеспечения, программы автоматизации весового учета и аккредитованный поверитель весового оборудования. НАИС ИНТЕХ - дочерняя компания НАИС, аккредитованная IT компания, резидент Сколково, входит в состав технического комитета по стандартизации ТК 164 «Искусственный интеллект». НАИС ИНТЕХ занимается разработкой цифровых решений для метрологии и весоизмерительных систем. Приглашаем в нашу команду Ведущего программиста. Вашими обязанностями будут: Участие в полном цикле разработки ПО: анализ требований заказчика, проектирование архитектуры, реализация, тестирование, внедрение; Программирование на языках С#, Python, умение понимать код на С++; Интеграция ПО с промышленным оборудованием: весовыми терминалами, датчиками, АЦП, PLC через протоколы Modbus, OPC UA, CAN, RS-485; Составление и актуализация технической документации на разрабатываемое программное обеспечение: архитектурные схемы, API-документация, руководства пользователя; Разработка алгоритмов обработки данных в реальном времени, включая фильтрацию сигналов, калибровку и верификацию показаний весов; Выстраивание процесса хранения и эффективного управления исходными кодами, релизами, переноса разработок (GitHub и GitLab). Вам подойдёт эта вакансия, если: Вы уверенно владеете языками программирования: C#, Python, основ C++, HTML, CSS, Java Script, у Вас есть понимание структур JSON, XML, RestApi; Вы умеете разрабатывать браузерные веб приложения B2B, B2C; У Вас есть опыт работы с NoSQL (MongoDB, Redis); Вы умеете разбираться в чужом коде C#, Python, HTML, CSS, JS; У Вас есть опыт работы с промышленными протоколами Modbus, OPC UA, CAN, RS-485; Вы умеете настраивать взаимодействие ПО с аппаратными компонентами; У Вас есть опыт работы с инструментами для обработки данных (Pandas, NumPy); Вы умеете разрабатывать серверные приложения и графические интерфейсы пользователя UI. Условия, которые мы предлагаем: Оформление по ТК РФ с 1-го дня; График работы 5/2 с 08:00 до 16:45. Сб, вск - выходные дни. Большое преимущество - из офиса, но возможен и удаленный формат; Заработная плата полностью белая, выплачивается 2 раза в месяц (оклад+надбавка) ; Просторный офис, работа в команде молодых специалистов; Оборудованное рабочее место с новой техникой; Обучение продукту (своя онлайн-академия) ; Масштабные корпоративные мероприятия; Подарки детям сотрудников; Личные поощрения. Место работы: г. Ростов-на-Дону, ул. Республиканская 135. Если Вы внимательно ознакомились с вакансией, то начните сопроводительное письмо со знака ""+"".",195000.0,От 3 до 6 лет,Полный день,https://hh.ru/vacancy/130076527
"Инженер-робототехник,  ROS-разработчик","Инженер-робототехник,  ROS-разработчик. Вакансия: Инженер-робототехник, ROS-разработчик Мы разрабатываем мобильных роботов для работы на открытых территориях: уборки снега, кошения травы, уборки территорий и перемещения грузов. Ищем ROS-инженера, который хочет заниматься практической разработкой навигации, локализации, восприятия и управления для реальных роботов, работающих вне лабораторных условий. Чем предстоит заниматься: разрабатывать и поддерживать навигационный стек робота на базе ROS2; интегрировать VSLAM/SLAM-решения с использованием камер, лидаров, IMU и GNSS/RTK; разрабатывать узлы локализации, построения карты, планирования движения и управления; настраивать обмен данными между сенсорами и исполнительными устройствами, работать с топиками, сервисами, actions, TF, rosbag; участвовать в интеграции и отладке сенсорного стека: LiDAR, RGB/RGB-D-камеры, IMU, GNSS/RTK, одометрия; настраивать и дорабатывать алгоритмы компьютерного зрения для распознавания объектов с использованием OpenCV и YOLO; участвовать в разработке модулей управления и логики поведения робота на Python/C++; проводить отладку алгоритмов локализации, навигации и path planning как в симуляции, так и на реальной платформе; работать с Gazebo и Isaac Sim для моделирования роботизированных сценариев и проверки гипотез до выхода на реальные испытания; участвовать в разработке и тестировании прототипов мобильных колёсных роботов в полевых условиях. Что для нас важно: уверенное знание ROS1 и/или ROS2; практический опыт разработки на Python и/или C++; понимание архитектуры ROS: nodes, topics, services, actions, TF, launch-файлы, параметризация, запись и анализ rosbag; понимание принципов локализации, навигации и управления мобильными роботами; опыт работы с сенсорами: LiDAR, камеры, IMU, GNSS/RTK; опыт работы с OpenCV, YOLO, Gazebo, Isaac Sim; понимание, как отлаживать робототехническую систему не только на уровне кода, но и на уровне интеграции железа, сенсоров и алгоритмов. Будет плюсом: опыт работы с Nav2, SLAM Toolbox, RTAB-Map, Cartographer, ORB-SLAM или аналогичными решениями; опыт интеграции VSLAM в реальные робототехнические системы; опыт работы с CAN, UART, Ethernet, Arduino, микроконтроллерами или низкоуровневой периферией; понимание PID-регулирования, кинематики мобильных платформ и особенностей движения на откртых территориях; опыт участия в робототехнических проектах, соревнованиях, хакатонах или инженерных командах; опыт полевых испытаний и отладки роботов в реальных условиях. Что предлагаем: работу над реальными роботами, а не только симуляцией; задачи на стыке ROS, computer vision, sensor fusion, navigation и embedded-интеграции; возможность влиять на архитектуру решений и технический стек; быстрый цикл разработки: от идеи и прототипа до выезда на испытания; сильную инженерную среду и возможность быстро расти в направлении robotics autonomy; гибкий формат работы, который можно совмещать с учёбой, если у вас уже есть хороший практический уровень. Что делать, если вас заинтересовала вакансия: Напишите проект, в котором вы занимались подобными задачами, и каких результатов вы достигли. Опишите, чем в идеале - вы хотели бы заниматься.",100000.0,От 1 года до 3 лет,Полный день,https://hh.ru/vacancy/132048043
Python разработчик,"Python разработчик. Создаем поисковый сервис для ответа на запросы пользователей на естественном языке. Ломаем барьер между статичными знаниями языковой модели и постоянно меняющимся миром. Предоставляем GigaChat доступ к актуальной информации, чтобы пользователи получали точные ответы на любые вопросы, включая вопросы о свежих новостях и событиях. Обязанности разработка и развитие backend сервисов на Python и поискового индекса интеграции с различными источниками данных (базы, стриминговые системы, аналитические движки, llm-агенты) работа над производительностью, отказоустойчивостью и масштабируемостью участие в код-ревью, формирование best practices команды. Требования опыт коммерческой разработки на Python от 3 лет хорошее знание FastAPI / Flask / Django REST Framework опыт работы с SQL и одной из СУБД (PostgreSQL, ClickHouse, S3 и др.) Опыт работы с OpenSearch/ElasticSearch понимание принципов построения REST API опыт работы с брокерами сообщений (Kafka / RabbitMQ) знание Git, Docker, CI/CD базовые знания систем кэширования (Redis) будет плюсом понимание того, как работает поиск, полнотекстовые и векторные индексы будет плюсом опыт написания тестов (pytest/unittest). Условия комфортный современный офис рядом с м. Кутузовская гибридный формат работы ежегодный пересмотр зарплаты, годовая премия корпоративный спортзал и зоны отдыха система обучения для профессионального и карьерного развития расширенный полис ДМС с первого дня работы и страхование для семьи программа ипотеки для сотрудников бесплатная подписка СберПрайм+, скидки на продукты компаний-партнеров вознаграждение за рекомендацию друзей в команду Сбер.",290000.0,Более 6 лет,Полный день,https://hh.ru/vacancy/131993346
Python-разработчик,"Python-разработчик. КОМПАНИЯ «АЙ-ТЕКО» — ведущий российский системный интегратор и поставщик информационных технологий для корпоративных заказчиков. Активно работает на российском рынке IT с 1997 года, входит в ТОП-400 крупнейших российских компаний, ТОП-10 крупнейших IT-компаний России. В связи с активным развитием проектов в компании открыта вакансия PYTHON РАЗРАБОТЧИКА. ОТ КАНДИДАТА ОЖИДАЕМ: Опыт промышленной разработки на Python от полутора лет; Понимание принципов асинхронного программирования Опыт работы с библиотеками: FastAPI, asyncpg, langchain, langgraph, aiokafka Опыт контейнеризации сервисов: Docker, K8S. Опыт работы с реляционными БД (PostgreSQL); Опыт разработки unit-тестов. Знание принципов построения микросервисной архитектуры Опыт работы с Kafka; МЫ ПРЕДЛАГАЕМ: Работу в стабильной компании, «белую» зарплату; Оформление в соответствии с ТК РФ с первого дня работы; Расширенный социальный пакет: ДМС (включая стоматологию), корпоративные скидки на посещение фитнес-клубов, футбольные и волейбольные секции; Профессиональное обучение и развитие; Яркая и насыщенная корпоративная жизнь; Обеспечиваем всей необходимой современной техникой. ✅ ОТКЛИКАЙСЯ =) ЖДУ, КОГДА ВМЕСТЕ ПОРАДУЕМСЯ ТВОЕМУ ОФФЕРУ)",220000.0,От 3 до 6 лет,Полный день,https://hh.ru/vacancy/131992831
Python-разработчик,"Python-разработчик. Компания « АЙ-ТЕКО» — ведущий российский системный интегратор и поставщик информационных технологий для корпоративных заказчиков. Активно действует на рынке IT России с 1997 года, входит в ТОП-400 крупнейших российских компаний, ТОП-10 крупнейших IT-компаний России. В СВЯЗИ С АКТИВНЫМ РАЗВИТИЕМ ПРОЕКТОВ В КОМПАНИИ ОТКРЫТА ВАКАНСИЯ python разработчика. Чем предстоит заниматься: • Проектировать архитектуру, разрабатывать и валидировать код; • Участие в разработке продукта от анализа до выхода в промышленную эксплуатацию; • Находить самостоятельно и совместно с аналитиками и тестировщиками наилучшие решения; • Совместно с devops-инженерами поддерживать стенды разработки в рабочем состоянии; • Решать интеграционные задачи; • Писать unit-тесты и проверять собственные решения. От будущего коллеги мы ожидаем: • Опыт промышленной разработки на Python от полутора лет; • Понимание принципов асинхронного программирования • Опыт работы с библиотеками: FastAPI, asyncpg, langchain, langgraph, aiokafka • Опыт контейнеризации сервисов: Docker, K8S. • Опыт работы с реляционными БД (PostgreSQL); • Опыт разработки unit-тестов. • Знание принципов построения микросервисной архитектуры • Опыт работы с Kafka; МЫ ПРЕДЛАГАЕМ: Работу в стабильной компании, ""белую"" заработную плату; Оформление в соответствии с ТК РФ с первого дня работы; Являемся аккредитованная ИТ-компанией; Расширенный социальный пакет: ДМС (включая стоматологию), корпоративные скидки на посещение фитнес-клубов, футбольная и волейбольная секции; Профессиональное обучение и развитие; Яркая и насыщенная корпоративная жизнь; Снабжаем всей необходимой современной техникой.",220000.0,От 3 до 6 лет,Полный день,https://hh.ru/vacancy/131992787
Fullstack-разработчик,"Fullstack-разработчик. Требования к кандидату Мы ищем разработчика в штат, который возьмёт на себя техническую поддержку и дальнейшее сопровождение существующих систем: Admin Panel и мобильного приложения на React Native. Это не роль для большой новой разработки с нуля. Основной фокус — поддержка, сопровождение, устранение ошибок и постепенные улучшения текущей системы. Enter Construction — это строительная и проектно-ориентированная компания, которая использует внутренние цифровые системы для поддержки ежедневных операций и улучшения контроля процессов по всему бизнесу. Одна из таких систем состоит из Admin Panel и мобильного приложения на React Native, и обе части уже активно используются внутри компании. Продукт представляет собой внутреннюю операционную платформу, а не публичное потребительское приложение. Его основные функции включают учёт check-in и check-out, а также модули для управления задачами, расписанием автобусов и расписанием питания. Мобильное приложение и Admin Panel полностью интегрированы по этим модулям, что позволяет компании управлять операционными процессами в рамках одной связанной системы. Разработчик, который присоединится к нам, будет заниматься поддержкой и постепенным улучшением уже существующей системы, которая важна для повседневной деятельности бизнеса. Эта роль в большей степени сосредоточена на поддержке, стабильности, исправлении ошибок и небольших улучшениях, чем на создании совершенно нового продукта с нуля. Кандидат будет тесно работать с нашей внутренней командой и бизнес-стороной, которая формирует требования и приоритеты. Мы ищем человека, который сможет не только уверенно вести техническую часть, но и понимать операционные потребности бизнеса и поддерживать систему стабильно, практично и в долгосрочной перспективе. Основные задачи: - поддержка и сопровождение существующих Admin Panel и мобильного приложения; - исправление багов и решение технических проблем; - внесение небольших изменений и улучшений по бизнес-потребностям; - понимание текущей кодовой базы и аккуратное продолжение разработки без нарушения стабильности системы; - участие в процессе handover от текущей outsourced-команды; - помощь с релизами, обновлениями и связанными техническими задачами при необходимости; - анализ пользовательских инцидентов и поиск root cause; - понятная коммуникация по проблемам, вариантам решения и срокам; - документирование важных технических деталей по мере необходимости. Обязательные технические навыки: - уверенный практический опыт с JavaScript; - хорошее знание React и Next.js; - опыт поддержки или разработки приложений на React Native; - понимание frontend-архитектуры и интеграции с API; - умение работать с существующим кодом, написанным другой командой; - опыт bug fixing, debugging и расследования production issues; - знание Git и нормального workflow работы с версиями; - базовое понимание Nginx и Ubuntu; - опыт работы с Yandex Cloud или уверенное понимание cloud-инфраструктуры, желательно в контексте сопровождения существующего проекта. Что для нас особенно важно: - готовность работать full-time; - умение понимать бизнес-потребности и переводить их в технические решения; - требуется уверенный уровень английского языка для общения. - ответственность и стабильность в работе; - хорошая коммуникация; - способность работать самостоятельно без постоянного контроля; - внимательность к деталям; - готовность поддерживать и улучшать уже существующую систему в долгую. Будет плюсом: - опыт технического handover от другой команды; - опыт релизного процесса и поддержки мобильных приложений; - опыт ведения технической документации; - базовое понимание deployment и инфраструктуры; - опыт долгосрочной поддержки продукта, а не только разработки новых фич. Идеальный профиль: - не просто пишет код, а умеет разобраться в уже существующем проекте; - сохраняет стабильность системы; - спокойно решает инциденты; - быстро делает небольшие изменения; - готов расти вместе с компанией в долгосрочной перспективе. Мы предлагаем: - работу в Enter Construction в комфортной и профессиональной рабочей среде; - конкурентную заработную плату; - возможность долгосрочного роста вместе с компанией и продуктом. Кратко: нам нужен Middle Full-Stack / React + React Native support developer, который сможет взять существующую систему, поддерживать её стабильно и развивать без лишнего хаоса.",225000.0,От 1 года до 3 лет,Полный день,https://hh.ru/vacancy/131616625
Junior+ / Pre-middle Fullstack Developer / Разработчик,"Junior+ / Pre-middle Fullstack Developer / Разработчик. Привет, мы IT-компания .wrk! Уже 14 лет мы оказываем IT-услуги клиентам крупных зарубежных компаний в сфере медиа, а также стартапам в области здравоохранения, образования и электронной коммерции. Большая часть наших заказчиков из США и Канады. Мы также развиваем проекты с партнёрами в России. Сейчас мы ищем Junior+ / Pre-middle Fullstack разработчика в команду .wrk — не на конкретный проект, а ""в очередь"" (на бенч). Это значит, что ты попадёшь в штат, будешь прокачиваться под руководством наших специалистов и ждать подходящего коммерческого проекта. Как только он появится — ты сразу в деле. Что ты будешь делать: До проекта (на бенче): Прокачивать стек (JavaScript/TypeScript, Python, PHP, Java, Go, Node.js, React, Vue, базы данных, Docker и др.); Готовиться к интервью с клиентами; Иногда — участвовать в оценке задач и предпроектной активности. На проекте: Разрабатывать и поддерживать веб-приложения (frontend и backend); Интегрировать frontend с backend API; Проектировать и оптимизировать базы данных (PostgreSQL, MySQL, MongoDB); Интегрировать сторонние сервисы (платежи, email, карты, соцсети и др.); Участвовать в архитектурных решениях (MVC, MVVM, микросервисы); Писать unit-тесты; Настраивать окружение в Docker и деплой в staging / production; Работать по Scrum или Kanban: участвовать в митингах, оценивать задачи, вести трекер (Jira, Trello, YouTrack); Взаимодействовать с командой: аналитиками, дизайнерами, тестировщиками. Что мы ожидаем от тебя: 6–12 месяцев коммерческого опыта в любой из популярных технологий (JS/TS, Python, PHP, Java, Go и т.д.); Готовность осваивать соседние стеки — frontend, backend или fullstack (будет поддержка нашего наставника); Уверенные знания JavaScript / TypeScript, React или Vue, Node.js (Express / NestJS); Опыт с REST API, PostgreSQL / MySQL / MongoDB; Умение писать чистый, модульный код; Понимание архитектурных шаблонов (MVC, микросервисы); Знакомство с Docker; Базовые навыки unit-тестирования; Английский язык на уровне B1-B2, готовность заниматься самостоятельно и прокачивать до уверенного B2; Проактивность, умение работать в команде, гибкость, быстрая обучаемость, ответственность; Будет плюсом: Опыт с дополнительными фреймворками (NestJS, Wordpress, Django, Laravel, Spring, FastAPI) Условия сотрудничества: Оформление по ИП или самозанятости(в РФ или вне России); Оплата твоих услуг в ""очереди"" (до начала проекта): 20 000₽ На проекте: от 80 000₽ до 120 000₽ до вычета налогов (в зависимости от грейда и проекта) Рост грейда и повышение оплаты — раз в полгода по результатам работы на проекте Удалёнка, либо офис в Новосибирске Гибкий график в ожидании проекта (но необходимо быть доступным с 12:00 до 21:00 по НСК и выполнять минимально необходимый набор заданий для подготовки к проекту), на проекте — 40 ч/неделя строго Обучение английскому и материалы для технической прокачки. Откликайся на вакансию и присоединяйся к нашей крутой команде!",100000.0,От 1 года до 3 лет,Удаленная работа,https://hh.ru/vacancy/131853995
Senior ML/LLM инженер-разработчик (Document AI),"Senior ML/LLM инженер-разработчик (Document AI). Аккредитованная компания “АЦТС” , являющаяся дочерней IT структурой «Про.Потолок», приглашает в команду опытного ML/LLM инженера-разработчика (Document AI) уровня Senior / Lead для работы над масштабными и технологически сложными проектами в сфере цифровизации строительства. Мы создаем будущее строительной индустрии и ищем специалиста, который поможет нам реализовать наши амбициозные планы. Что мы предлагаем? Удаленный или гибридный формат работы – работайте из любой точки мира. Участие в уникальном проекте – цифровая платформа для строительной отрасли. Стабильный и прозрачный доход – 300 000 руб. - 350 000 руб. по результатам собеседования. Зависит от вашего опыта. Профессиональное развитие – работа с новейшими технологиями, сильной командой и участие в крупных проектах. Обязанности: Разработка алгоритмов парсинга и распознавания структуры сложных документов (Excel, PDF, CSV). Интеграция LLM/ML для автоматического распознавания данных, форм и статусов. Разработка RAG-моделей и агентов для обработки данных пользователя. Создание инфраструктуры для синхронизации данных между Excel и нашей системой в реальном времени. Работа с данными различной структуры и уровня сложности, обеспечение корректной логики автоматических изменений. Оптимизация производительности при работе с большими таблицами и сложными связями между данными. Базовые задачи: Автоматизация обработки пользовательских документов (Excel, PDF, CSV) с различной структурой и вложенностью. Парсинг и распознавание табличных данных, статусов и связей между ними. Обеспечение синхронизации данных между внешними системами (Excel, другие инструменты) и нашей платформой. Поддержка экспорта/импорта данных, перекрёстной проверки информации и отслеживания статусов. Обработка форм актов и отчетности (КС-2, промежуточные и дефектные акты, ведомости). Распознавание и автоматизация заполнения данных с использованием парсинга и LLM. Автоматизация согласования, отслеживания статусов и работы с метаданными. Требуемый стек и опыт (обязательно): Языки и технологии: Python 3.10+ (Pandas, NumPy, PyTorch/TensorFlow, OpenCV) C++17+ для высокопроизводительных компонентов Опыт разработки модулей ML и CV для структурированных и табличных данных ML/LLM / CV: Опыт работы с LLM для распознавания структуры документов Опыт построения и использования RAG-моделей, агентов, NLP для структурированных данных Опыт применения алгоритмов компьютерного зрения к таблицам, PDF и сложным Excel-документам. ДОПОЛНИТЕЛЬНО: Умение проектировать архитектуру автоматизированных процессов и потоков данных Хорошие аналитические и математические навыки Опыт работы с большими данными и сложными структурированными таблицами Опыт работы с Excel API / OpenPyXL / xlwings / Apache POI (Java) — плюс Требования к кандидату: Оконченное высшее профильное образование (обязательно); Подтвержденный опыт разработки от 5 лет; Глубокое понимание паттернов проектирования, алгоритмов и структур данных. Какими личными качествами должен обладать кандидат? Мы ищем разработчика, который: Системное мышление и умение разбивать сложные задачи на подзадачи Высокий аналитический уровень, внимательность к деталям Самоорганизован – умеет эффективно управлять своим временем и задачами. Ответственен – выполняет работу качественно и в срок. Внимателен к деталям – уделяет внимание качеству кода и архитектуры. Командный игрок – умеет взаимодействовать с коллегами и работать в связке с другими специалистами. Инициативен – предлагает идеи и решения для улучшения процессов. Адаптивен – быстро осваивает новые технологии и методологии разработки.",325000.0,От 3 до 6 лет,Удаленная работа,https://hh.ru/vacancy/131436337
Senior ML/CV/LLM инженер-программист (C++/Python/анализ CAD-данных),"Senior ML/CV/LLM инженер-программист (C++/Python/анализ CAD-данных). Аккредитованная компания “АЦТС” , являющаяся дочерней IT структурой «Про.Потолок», приглашает в команду опытного ML/CV/LLM инженера-программиста (C++ / Python) для работы с CAD-данными уровня Senior / Lead для работы над масштабными и технологически сложными проектами в сфере цифровизации строительства. Мы создаем будущее строительной индустрии и ищем специалиста, который поможет нам реализовать наши амбициозные планы. Что мы предлагаем? Удаленный или гибридный формат работы – работайте из любой точки мира. Участие в уникальном проекте – цифровая платформа для строительной отрасли. Стабильный и прозрачный доход – 300 000 руб. - 350 000 руб. по результатам собеседования. Зависит от вашего опыта. Профессиональное развитие – работа с новейшими технологиями, сильной командой и участие в крупных проектах. Обязанности: Разработка парсеров и сервисов для работы с инженерными и CAD-файлами (DXF, векторные PDF). Интеграция алгоритмов машинного обучения и компьютерного зрения для анализа инженерных чертежей. Разработка высокопроизводительных модулей на C++ с возможностью использования Python для прототипирования и ML-интеграции. Работа с базовой структурой CAD/САПР систем (например, AutoCAD), понимание объектов, слоёв, атрибутов. Оптимизация обработки больших инженерных файлов и обеспечение точности данных. Требуемый стек и опыт. Языки и технологии: C++17+ / C++20 Python 3.10+ (NumPy, Pandas, PyTorch/TensorFlow, OpenCV) Опыт создания и интеграции модулей на C++ и Python CAD / Инженерные форматы: Глубокое понимание форматов DXF, PDF (векторные данные) Опыт работы с CAD-системами (AutoCAD, LibreCAD, OpenCascade или аналогичные) Опыт построения парсеров и обработки сложной геометрии ML / CV: Опыт применения алгоритмов компьютерного зрения к инженерным чертежам или 2D/3D данным Опыт работы с LLM (базовый/прототипный) для обработки текстовой или структурированной инженерной информации — плюс, но не обязательно Общие навыки: Высокий уровень алгоритмического мышления и работы с данными Опыт работы с большими и сложными файлами (память, оптимизация) Умение документировать код и разрабатывать API для дальнейшей интеграции Желательно (плюс) Опыт работы с векторной графикой и триангуляцией полигонов Опыт работы с PDF-просмотрщиками и их структурой (например, PDFium) Опыт использования OpenCascade или других open-source geometry kernel Инструменты: Git, Docker, JIRA, Swagger/OpenAPI, CI/CD Требования к кандидату: Оконченное высшее профильное образование или архитектурно-строительное (обязательно); Подтвержденный опыт разработки от 5 лет; Глубокое понимание паттернов проектирования, алгоритмов и структур данных. Какими личными качествами должен обладать кандидат? Мы ищем разработчика, который: Самоорганизован – умеет эффективно управлять своим временем и задачами. Ответственен – выполняет работу качественно и в срок. Внимателен к деталям – уделяет внимание качеству кода и архитектуры. Командный игрок – умеет взаимодействовать с коллегами и работать в связке с другими специалистами. Инициативен – предлагает идеи и решения для улучшения процессов. Адаптивен – быстро осваивает новые технологии и методологии разработки.",325000.0,От 3 до 6 лет,Удаленная работа,https://hh.ru/vacancy/131436064
Разработчик,"Разработчик. О нас Мы создаём новые продукты и ищем разработчика, который умеет быстро превращать идеи в работающие прототипы. Если вы любите эксперименты, цените скорость и активно применяете AI для ускорения разработки — будем рады видеть вас в команде! Чем предстоит заниматься: Быстро собирать прототипы продуктов и функциональных модулей. Разрабатывать MVP в сжатые сроки (от нескольких часов до пары дней). Экспериментировать с новыми технологиями и фреймворками. Улучшать UX и эргономику продукта. Тесно взаимодействовать с фаундерами и командой на всех этапах. Использовать AI -инструменты ( ChatGPT , Cursor , GitHub Copilot и др.) для генерации и оптимизации кода. Что мы ждём от вас: Высокая скорость написания и правки кода. Опыт разработки на JavaScript / TypeScript , Python или аналогичных языках. Понимание веб-стека: API , фронтенд, базы данных. Опыт активного применения AI -инструментов в разработке. Самостоятельность, инициативность, готовность к экспериментам. Понимание принципов чистого кода и SOLID . Умение писать и проектировать тесты. Будет преимуществом: Опыт запуска стартап- MVP в сжатые сроки. Навыки работы с Next.js , React , Supabase , Firebase . Понимание продуктовой разработки и пользовательских сценариев. Пет-проекты, участие в хакатонах. Опыт с PostgreSQL , Kafka , LoadBalancer . Что мы предлагаем: Конкурентную заработную плату (обсуждается индивидуально). Современную технику для работы. Гибкий график начала рабочего дня. Возможность гибридного формата по необходимости. Официальное трудоустройство. Как откликнуться В сопроводительном письме расскажите:— Какой самый быстрый MVP вы собирали и за какой срок?— Какие AI -инструменты использовали в работе?Приложите ссылки на ваши проекты ( GitHub , портфолио и т. д.), если они есть. Будем рады познакомиться! 🚀",225000.0,От 3 до 6 лет,Полный день,https://hh.ru/vacancy/131741688
